officialId,canonicalId,subject,grade,gradeName,domainCode,domain,strand,clusterCode,parentId,sourceItem,statement,isLeaf,instructionalStatus,active
3.RL.10,CCSS.ELA-LITERACY.RL.3.10,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,10," By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2–3 text complexity band independently and proficiently.",True,assessable,True
3.RL.2,CCSS.ELA-LITERACY.RL.3.2,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,2,"Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text.  ",True,assessable,True
3.RL.3,CCSS.ELA-LITERACY.RL.3.3,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,3,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events.  ",True,assessable,True
3.RL.4,CCSS.ELA-LITERACY.RL.3.4,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,4,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.  ",True,assessable,True
3.RL.5,CCSS.ELA-LITERACY.RL.3.5,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,5,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",True,assessable,True
3.RL.6,CCSS.ELA-LITERACY.RL.3.6,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,6,Distinguish their own point of view from that of the narrator or those of the characters.,True,assessable,True
3.RL.7,CCSS.ELA-LITERACY.RL.3.7,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,7,"Explain how specific aspects of a text’s illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting).",True,assessable,True
3.RL.8,CCSS.ELA-LITERACY.RL.3.8,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,8,(Not applicable to literature),True,notApplicableAtGrade,False
3.RL.9,CCSS.ELA-LITERACY.RL.3.9,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,9,"Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series).",True,assessable,True
3.SL.1,CCSS.ELA-LITERACY.SL.3.1,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,,1,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others' ideas and expressing their own clearly.",False,broadStandard,True
3.SL.1.a,CCSS.ELA-LITERACY.SL.3.1.a,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,3.SL.1,1a,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",True,assessable,True
3.SL.1.b,CCSS.ELA-LITERACY.SL.3.1.b,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,3.SL.1,1b,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).",True,assessable,True
3.SL.1.c,CCSS.ELA-LITERACY.SL.3.1.c,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,3.SL.1,1c,"Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others.",True,assessable,True
3.SL.1.d,CCSS.ELA-LITERACY.SL.3.1.d,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,3.SL.1,1d,Explain their own ideas and understanding in light of the discussion.,True,assessable,True
3.SL.2,CCSS.ELA-LITERACY.SL.3.2,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,,2,"Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",True,assessable,True
3.SL.3,CCSS.ELA-LITERACY.SL.3.3,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,,3,"Ask and answer questions about information from a speaker, offering appropriate elaboration and detail.",True,assessable,True
3.SL.4,CCSS.ELA-LITERACY.SL.3.4,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,,4,"Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace.",True,assessable,True
3.SL.5,CCSS.ELA-LITERACY.SL.3.5,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,,5,Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.,True,assessable,True
3.SL.6,CCSS.ELA-LITERACY.SL.3.6,ela,3,Grade 3,SL,Speaking & Listening,Speaking & Listening,,,6,Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 3 Language standards 1 and 3 here for specific expectations.),True,assessable,True
3.W.1,CCSS.ELA-LITERACY.W.3.1,ela,3,Grade 3,W,Writing,Writing,,,1,"Write opinion pieces on topics or texts, supporting a point of view with reasons.",False,broadStandard,True
3.W.1.a,CCSS.ELA-LITERACY.W.3.1.a,ela,3,Grade 3,W,Writing,Writing,,3.W.1,1a,"Introduce the topic or text they are writing about, state an opinion, and create an organizational structure that lists reasons.",True,assessable,True
3.W.1.b,CCSS.ELA-LITERACY.W.3.1.b,ela,3,Grade 3,W,Writing,Writing,,3.W.1,1b,Provide reasons that support the opinion.,True,assessable,True
3.W.1.c,CCSS.ELA-LITERACY.W.3.1.c,ela,3,Grade 3,W,Writing,Writing,,3.W.1,1c,"Use linking words and phrases (e.g., because, therefore, since, for example) to connect opinion and reasons.",True,assessable,True
3.W.1.d,CCSS.ELA-LITERACY.W.3.1.d,ela,3,Grade 3,W,Writing,Writing,,3.W.1,1d,Provide a concluding statement or section.,True,assessable,True
3.W.10,CCSS.ELA-LITERACY.W.3.10,ela,3,Grade 3,W,Writing,Writing,,,10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",True,assessable,True
3.W.2,CCSS.ELA-LITERACY.W.3.2,ela,3,Grade 3,W,Writing,Writing,,,2,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,False,broadStandard,True
3.W.2.a,CCSS.ELA-LITERACY.W.3.2.a,ela,3,Grade 3,W,Writing,Writing,,3.W.2,2a,Introduce a topic and group related information together; include illustrations when useful to aiding comprehension.,True,assessable,True
3.W.2.b,CCSS.ELA-LITERACY.W.3.2.b,ela,3,Grade 3,W,Writing,Writing,,3.W.2,2b,"Develop the topic with facts, definitions, and details.",True,assessable,True
3.W.2.c,CCSS.ELA-LITERACY.W.3.2.c,ela,3,Grade 3,W,Writing,Writing,,3.W.2,2c,"Use linking words and phrases (e.g., also, another, and, more, but) to connect ideas within categories of information.",True,assessable,True
3.W.2.d,CCSS.ELA-LITERACY.W.3.2.d,ela,3,Grade 3,W,Writing,Writing,,3.W.2,2d,Provide a concluding statement or section.,True,assessable,True
3.W.3,CCSS.ELA-LITERACY.W.3.3,ela,3,Grade 3,W,Writing,Writing,,,3,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",False,broadStandard,True
3.W.3.a,CCSS.ELA-LITERACY.W.3.3.a,ela,3,Grade 3,W,Writing,Writing,,3.W.3,3a,Establish a situation and introduce a narrator and/or characters; organize an event sequence that unfolds naturally.,True,assessable,True
3.W.3.b,CCSS.ELA-LITERACY.W.3.3.b,ela,3,Grade 3,W,Writing,Writing,,3.W.3,3b,"Use dialogue and descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations.",True,assessable,True
3.W.3.c,CCSS.ELA-LITERACY.W.3.3.c,ela,3,Grade 3,W,Writing,Writing,,3.W.3,3c,Use temporal words and phrases to signal event order.,True,assessable,True
3.W.3.d,CCSS.ELA-LITERACY.W.3.3.d,ela,3,Grade 3,W,Writing,Writing,,3.W.3,3d,Provide a sense of closure.,True,assessable,True
3.W.4,CCSS.ELA-LITERACY.W.3.4,ela,3,Grade 3,W,Writing,Writing,,,4,"With guidance and support from adults, produce writing in which the development and organization are appropriate to task and purpose. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",True,assessable,True
3.W.5,CCSS.ELA-LITERACY.W.3.5,ela,3,Grade 3,W,Writing,Writing,,,5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, and editing. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 3 here.)",True,assessable,True
3.W.6,CCSS.ELA-LITERACY.W.3.6,ela,3,Grade 3,W,Writing,Writing,,,6,"With guidance and support from adults, use technology to produce and publish writing (using keyboarding skills) as well as to interact and collaborate with others.",True,assessable,True
3.W.7,CCSS.ELA-LITERACY.W.3.7,ela,3,Grade 3,W,Writing,Writing,,,7,Conduct short research projects that build knowledge about a topic.,True,assessable,True
3.W.8,CCSS.ELA-LITERACY.W.3.8,ela,3,Grade 3,W,Writing,Writing,,,8,Recall information from experiences or gather information from print and digital sources; take brief notes on sources and sort evidence into provided categories.,True,assessable,True
3.W.9,CCSS.ELA-LITERACY.W.3.9,ela,3,Grade 3,W,Writing,Writing,,,9,(Begins in grade 4),True,notApplicableAtGrade,False
3.G.A.1,CCSS.MATH.CONTENT.3.G.A.1,math,3,Grade 3,G,Geometry,,3.G.A,,A1,"Understand that shapes in different categories (e.g., rhombuses, rectangles, and others) may share attributes (e.g., having four sides), and that the shared attributes can define a larger category (e.g., quadrilaterals). Recognize rhombuses, rectangles, and squares as examples of quadrilaterals, and draw examples of quadrilaterals that do not belong to any of these subcategories.",True,assessable,True
3.G.A.2,CCSS.MATH.CONTENT.3.G.A.2,math,3,Grade 3,G,Geometry,,3.G.A,,A2,"Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole. For example, partition a shape into 4 parts with equal area, and describe the area of each part as 1/4 of the area of the shape.",True,assessable,True
3.MD.A.1,CCSS.MATH.CONTENT.3.MD.A.1,math,3,Grade 3,MD,Measurement & Data,,3.MD.A,,A1,"Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram.",True,assessable,True
3.MD.A.2,CCSS.MATH.CONTENT.3.MD.A.2,math,3,Grade 3,MD,Measurement & Data,,3.MD.A,,A2,"Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l).1 Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem.2",True,assessable,True
3.MD.B.3,CCSS.MATH.CONTENT.3.MD.B.3,math,3,Grade 3,MD,Measurement & Data,,3.MD.B,,B3,"Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step ""how many more"" and ""how many less"" problems using information presented in scaled bar graphs. For example, draw a bar graph in which each square in the bar graph might represent 5 pets.",True,assessable,True
3.MD.B.4,CCSS.MATH.CONTENT.3.MD.B.4,math,3,Grade 3,MD,Measurement & Data,,3.MD.B,,B4,"Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate units— whole numbers, halves, or quarters.",True,assessable,True
3.MD.C.5,CCSS.MATH.CONTENT.3.MD.C.5,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C5,Recognize area as an attribute of plane figures and understand concepts of area measurement.,False,broadStandard,True
3.MD.C.5.a,CCSS.MATH.CONTENT.3.MD.C.5.a,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C5a,"A square with side length 1 unit, called ""a unit square,"" is said to have ""one square unit"" of area, and can be used to measure area.",True,assessable,True
3.MD.C.5.b,CCSS.MATH.CONTENT.3.MD.C.5.b,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C5b,A plane figure which can be covered without gaps or overlaps by n unit squares is said to have an area of n square units.,True,assessable,True
3.MD.C.6,CCSS.MATH.CONTENT.3.MD.C.6,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C6,"Measure areas by counting unit squares (square cm, square m, square in, square ft, and improvised units).",True,assessable,True
3.MD.C.7,CCSS.MATH.CONTENT.3.MD.C.7,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C7,Relate area to the operations of multiplication and addition.,False,broadStandard,True
3.MD.C.7.a,CCSS.MATH.CONTENT.3.MD.C.7.a,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C7a,"Find the area of a rectangle with whole-number side lengths by tiling it, and show that the area is the same as would be found by multiplying the side lengths.",True,assessable,True
3.MD.C.7.b,CCSS.MATH.CONTENT.3.MD.C.7.b,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C7b,"Multiply side lengths to find areas of rectangles with whole-number side lengths in the context of solving real world and mathematical problems, and represent whole-number products as rectangular areas in mathematical reasoning.",True,assessable,True
3.MD.C.7.c,CCSS.MATH.CONTENT.3.MD.C.7.c,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C7c,Use tiling to show in a concrete case that the area of a rectangle with whole-number side lengths a and b + c is the sum of a × b and a × c. Use area models to represent the distributive property in mathematical reasoning.,True,assessable,True
3.MD.C.7.d,CCSS.MATH.CONTENT.3.MD.C.7.d,math,3,Grade 3,MD,Measurement & Data,,3.MD.C,,C7d,"Recognize area as additive. Find areas of rectilinear figures by decomposing them into non-overlapping rectangles and adding the areas of the non-overlapping parts, applying this technique to solve real world problems.",True,assessable,True
3.MD.D.8,CCSS.MATH.CONTENT.3.MD.D.8,math,3,Grade 3,MD,Measurement & Data,,3.MD.D,,D8,"Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters.",True,assessable,True
3.NBT.A.1,CCSS.MATH.CONTENT.3.NBT.A.1,math,3,Grade 3,NBT,Number & Operations in Base Ten,,3.NBT.A,,A1,Use place value understanding to round whole numbers to the nearest 10 or 100.,True,assessable,True
3.NBT.A.2,CCSS.MATH.CONTENT.3.NBT.A.2,math,3,Grade 3,NBT,Number & Operations in Base Ten,,3.NBT.A,,A2,"Fluently add and subtract within 1000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction.",True,assessable,True
3.NBT.A.3,CCSS.MATH.CONTENT.3.NBT.A.3,math,3,Grade 3,NBT,Number & Operations in Base Ten,,3.NBT.A,,A3,"Multiply one-digit whole numbers by multiples of 10 in the range 10-90 (e.g., 9 × 80, 5 × 60) using strategies based on place value and properties of operations.",True,assessable,True
3.NF.A.1,CCSS.MATH.CONTENT.3.NF.A.1,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A1,Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.,True,assessable,True
3.NF.A.2,CCSS.MATH.CONTENT.3.NF.A.2,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A2,Understand a fraction as a number on the number line; represent fractions on a number line diagram.,False,broadStandard,True
3.NF.A.2.a,CCSS.MATH.CONTENT.3.NF.A.2.a,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A2a,Represent a fraction 1/b on a number line diagram by defining the interval from 0 to 1 as the whole and partitioning it into b equal parts. Recognize that each part has size 1/b and that the endpoint of the part based at 0 locates the number 1/b on the number line.,True,assessable,True
3.NF.A.2.b,CCSS.MATH.CONTENT.3.NF.A.2.b,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A2b,Represent a fraction a/b on a number line diagram by marking off a lengths 1/b from 0. Recognize that the resulting interval has size a/b and that its endpoint locates the number a/b on the number line.,True,assessable,True
3.NF.A.3,CCSS.MATH.CONTENT.3.NF.A.3,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A3,"Explain equivalence of fractions in special cases, and compare fractions by reasoning about their size.",False,broadStandard,True
3.NF.A.3.a,CCSS.MATH.CONTENT.3.NF.A.3.a,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A3a,"Understand two fractions as equivalent (equal) if they are the same size, or the same point on a number line.",True,assessable,True
3.NF.A.3.b,CCSS.MATH.CONTENT.3.NF.A.3.b,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A3b,"Recognize and generate simple equivalent fractions, e.g., 1/2 = 2/4, 4/6 = 2/3. Explain why the fractions are equivalent, e.g., by using a visual fraction model.",True,assessable,True
3.NF.A.3.c,CCSS.MATH.CONTENT.3.NF.A.3.c,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A3c,"Express whole numbers as fractions, and recognize fractions that are equivalent to whole numbers. Examples: Express 3 in the form 3 = 3/1; recognize that 6/1 = 6; locate 4/4 and 1 at the same point of a number line diagram.",True,assessable,True
3.NF.A.3.d,CCSS.MATH.CONTENT.3.NF.A.3.d,math,3,Grade 3,NF,Numbers & Operations - Fractions,,3.NF.A,,A3d,"Compare two fractions with the same numerator or the same denominator by reasoning about their size. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual fraction model.",True,assessable,True
3.OA.A.1,CCSS.MATH.CONTENT.3.OA.A.1,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.A,,A1,"Interpret products of whole numbers, e.g., interpret 5 _ 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 _ 7.",True,assessable,True
3.OA.A.2,CCSS.MATH.CONTENT.3.OA.A.2,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.A,,A2,"Interpret whole-number quotients of whole numbers, e.g., interpret 56 Ö 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 Ö 8.",True,assessable,True
3.OA.A.3,CCSS.MATH.CONTENT.3.OA.A.3,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.A,,A3,"Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.1",True,assessable,True
3.OA.A.4,CCSS.MATH.CONTENT.3.OA.A.4,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.A,,A4,"Determine the unknown whole number in a multiplication or division equation relating three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 _ ? = 48, 5 = _ Ö 3, 6 _ 6 = ?",True,assessable,True
3.OA.B.5,CCSS.MATH.CONTENT.3.OA.B.5,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.B,,B5,"Apply properties of operations as strategies to multiply and divide.2 Examples: If 6 _ 4 = 24 is known, then 4 _ 6 = 24 is also known. (Commutative property of multiplication.) 3 _ 5 _ 2 can be found by 3 _ 5 = 15, then 15 _ 2 = 30, or by 5 _ 2 = 10, then 3 _ 10 = 30. (Associative property of multiplication.) Knowing that 8 _ 5 = 40 and 8 _ 2 = 16, one can find 8 _ 7 as 8 _ (5 + 2) = (8 _ 5) + (8 _ 2) = 40 + 16 = 56. (Distributive property.)",True,assessable,True
3.OA.B.6,CCSS.MATH.CONTENT.3.OA.B.6,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.B,,B6,"Understand division as an unknown-factor problem. For example, find 32 Ö 8 by finding the number that makes 32 when multiplied by 8.",True,assessable,True
3.OA.C.7,CCSS.MATH.CONTENT.3.OA.C.7,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.C,,C7,"Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division (e.g., knowing that 8 _ 5 = 40, one knows 40 Ö 5 = 8) or properties of operations. By the end of Grade 3, know from memory all products of two one-digit numbers.",True,assessable,True
3.OA.D.8,CCSS.MATH.CONTENT.3.OA.D.8,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.D,,D8,Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.3,True,assessable,True
3.OA.D.9,CCSS.MATH.CONTENT.3.OA.D.9,math,3,Grade 3,OA,Operations & Algebraic Thinking,,3.OA.D,,D9,"Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations. For example, observe that 4 times a number is always even, and explain why 4 times a number can be decomposed into two equal addends.",True,assessable,True
4.L.1,CCSS.ELA-LITERACY.L.4.1,ela,4,Grade 4,L,Language,Language,,,1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,False,broadStandard,True
4.L.1.a,CCSS.ELA-LITERACY.L.4.1.a,ela,4,Grade 4,L,Language,Language,,4.L.1,1a,"Use relative pronouns (who, whose, whom, which, that) and relative adverbs (where, when, why).",True,assessable,True
4.L.1.b,CCSS.ELA-LITERACY.L.4.1.b,ela,4,Grade 4,L,Language,Language,,4.L.1,1b,"Form and use the progressive (e.g., I was walking; I am walking; I will be walking) verb tenses.",True,assessable,True
4.L.1.c,CCSS.ELA-LITERACY.L.4.1.c,ela,4,Grade 4,L,Language,Language,,4.L.1,1c,"Use modal auxiliaries (e.g., can, may, must) to convey various conditions.",True,assessable,True
4.L.1.d,CCSS.ELA-LITERACY.L.4.1.d,ela,4,Grade 4,L,Language,Language,,4.L.1,1d,"Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag).",True,assessable,True
4.L.1.e,CCSS.ELA-LITERACY.L.4.1.e,ela,4,Grade 4,L,Language,Language,,4.L.1,1e,Form and use prepositional phrases.,True,assessable,True
4.L.1.f,CCSS.ELA-LITERACY.L.4.1.f,ela,4,Grade 4,L,Language,Language,,4.L.1,1f,"Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons.*",True,assessable,True
4.L.1.g,CCSS.ELA-LITERACY.L.4.1.g,ela,4,Grade 4,L,Language,Language,,4.L.1,1g,"Correctly use frequently confused words (e.g., to, too, two; there, their).*",True,assessable,True
4.L.2,CCSS.ELA-LITERACY.L.4.2,ela,4,Grade 4,L,Language,Language,,,2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",False,broadStandard,True
4.L.2.a,CCSS.ELA-LITERACY.L.4.2.a,ela,4,Grade 4,L,Language,Language,,4.L.2,2a,Use correct capitalization.,True,assessable,True
4.L.2.b,CCSS.ELA-LITERACY.L.4.2.b,ela,4,Grade 4,L,Language,Language,,4.L.2,2b,Use commas and quotation marks to mark direct speech and quotations from a text.,True,assessable,True
4.L.2.c,CCSS.ELA-LITERACY.L.4.2.c,ela,4,Grade 4,L,Language,Language,,4.L.2,2c,Use a comma before a coordinating conjunction in a compound sentence.,True,assessable,True
4.L.2.d,CCSS.ELA-LITERACY.L.4.2.d,ela,4,Grade 4,L,Language,Language,,4.L.2,2d,"Spell grade-appropriate words correctly, consulting references as needed.",True,assessable,True
4.L.3,CCSS.ELA-LITERACY.L.4.3,ela,4,Grade 4,L,Language,Language,,,3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",False,broadStandard,True
4.L.3.a,CCSS.ELA-LITERACY.L.4.3.a,ela,4,Grade 4,L,Language,Language,,4.L.3,3a,Choose words and phrases to convey ideas precisely.*,True,assessable,True
4.L.3.b,CCSS.ELA-LITERACY.L.4.3.b,ela,4,Grade 4,L,Language,Language,,4.L.3,3b,Choose punctuation for effect.*,True,assessable,True
4.L.3.c,CCSS.ELA-LITERACY.L.4.3.c,ela,4,Grade 4,L,Language,Language,,4.L.3,3c,"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion).",True,assessable,True
4.L.4,CCSS.ELA-LITERACY.L.4.4,ela,4,Grade 4,L,Language,Language,,,4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.",False,broadStandard,True
4.L.4.a,CCSS.ELA-LITERACY.L.4.4.a,ela,4,Grade 4,L,Language,Language,,4.L.4,4a,"Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase.",True,assessable,True
4.L.4.b,CCSS.ELA-LITERACY.L.4.4.b,ela,4,Grade 4,L,Language,Language,,4.L.4,4b,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph).",True,assessable,True
4.L.4.c,CCSS.ELA-LITERACY.L.4.4.c,ela,4,Grade 4,L,Language,Language,,4.L.4,4c,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.",True,assessable,True
4.L.5,CCSS.ELA-LITERACY.L.4.5,ela,4,Grade 4,L,Language,Language,,,5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",False,broadStandard,True
4.L.5.a,CCSS.ELA-LITERACY.L.4.5.a,ela,4,Grade 4,L,Language,Language,,4.L.5,5a,"Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context.",True,assessable,True
4.L.5.b,CCSS.ELA-LITERACY.L.4.5.b,ela,4,Grade 4,L,Language,Language,,4.L.5,5b,"Recognize and explain the meaning of common idioms, adages, and proverbs.",True,assessable,True
4.L.5.c,CCSS.ELA-LITERACY.L.4.5.c,ela,4,Grade 4,L,Language,Language,,4.L.5,5c,Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).,True,assessable,True
4.L.6,CCSS.ELA-LITERACY.L.4.6,ela,4,Grade 4,L,Language,Language,,,6,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).",True,assessable,True
4.RF.3,CCSS.ELA-LITERACY.RF.4.3,ela,4,Grade 4,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,3,Know and apply grade-level phonics and word analysis skills in decoding words.,False,broadStandard,True
4.RF.3.a,CCSS.ELA-LITERACY.RF.4.3.a,ela,4,Grade 4,RF,Reading: Foundational Skills,Reading: Foundational Skills,,4.RF.3,3a,"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.",True,assessable,True
4.RF.4,CCSS.ELA-LITERACY.RF.4.4,ela,4,Grade 4,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,4,Read with sufficient accuracy and fluency to support comprehension.,False,broadStandard,True
4.RF.4.a,CCSS.ELA-LITERACY.RF.4.4.a,ela,4,Grade 4,RF,Reading: Foundational Skills,Reading: Foundational Skills,,4.RF.4,4a,Read grade-level text with purpose and understanding.,True,assessable,True
4.RF.4.b,CCSS.ELA-LITERACY.RF.4.4.b,ela,4,Grade 4,RF,Reading: Foundational Skills,Reading: Foundational Skills,,4.RF.4,4b,"Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",True,assessable,True
4.RF.4.c,CCSS.ELA-LITERACY.RF.4.4.c,ela,4,Grade 4,RF,Reading: Foundational Skills,Reading: Foundational Skills,,4.RF.4,4c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",True,assessable,True
4.RI.1,CCSS.ELA-LITERACY.RI.4.1,ela,4,Grade 4,RI,Reading: Informational Text,Reading: Informational Text,,,1,Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.,True,assessable,True
4.RI.10,CCSS.ELA-LITERACY.RI.4.10,ela,4,Grade 4,RI,Reading: Informational Text,Reading: Informational Text,,,10,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.",True,assessable,True
